nthreads,test,routine,MFLOPS
7,xdl1,nrm2,597.53
7,xdl1,amax,2182.51
7,xdl1,asum,1507.18
7,xdl1,axpy,1766.81
7,xdl1,copy,1161.70
7,xdl1,swap,1603.17
7,xdl1,dot,2203.56
7,xdl1,rotm,4166.41
7,xsl1,nrm2,721.36
7,xsl1,amax,4518.78
7,xsl1,asum,1707.98
7,xsl1,axpy,3846.90
7,xsl1,copy,2118.91
7,xsl1,swap,3535.93
7,xsl1,dot,4935.26
7,xsl1,rotm,6501.61
7,xsl1,dsdot,1733.20
7,xsl1,sdsdot,1742.43
7,xcl2,gbmv,2993.82
7,xcl2,gemv,10368.82
7,xcl2,hbmv,3546.83
7,xcl2,hpmv,4500.07
7,xcl2,hemv,15103.92
7,xcl2,tbmv,2491.97
7,xcl2,tpmv,5825.90
7,xcl2,trmv,9454.10
7,xcl2,tbsv,1063.72
7,xcl2,tpsv,13041.17
7,xcl2,trsv,9981.18
7,xcl2,gerc,7539.86
7,xcl2,geru,7534.63
7,xcl2,ger2c,7499.65
7,xcl2,ger2u,7482.13
7,xcl2,hpr,11319.37
7,xcl2,her,7383.67
7,xcl2,hpr2,20394.52
7,xcl2,her2,11571.46
7,xzl2,gbmv,2935.32
7,xzl2,gemv,5777.72
7,xzl2,hbmv,3304.92
7,xzl2,hpmv,4772.02
7,xzl2,hemv,9624.03
7,xzl2,tbmv,3143.07
7,xzl2,tpmv,5028.05
7,xzl2,trmv,5500.95
7,xzl2,tbsv,906.35
7,xzl2,tpsv,6232.21
7,xzl2,trsv,5823.60
7,xdl2,gbmv,901.83
7,xdl2,gemv,3416.21
7,xdl2,sbmv,1231.68
7,xdl2,spmv,3291.06
7,xdl2,symv,4983.03
7,xdl2,tbmv,697.33
7,xdl2,tpmv,3454.93
7,xdl2,trmv,3267.31
7,xdl2,tbsv,367.46
7,xdl2,tpsv,3658.15
7,xdl2,trsv,3486.28
7,xdl2,ger,2842.96
7,xdl2,ger2,2843.07
7,xdl2,spr,3009.00
7,xdl2,syr,2782.33
7,xdl2,spr2,5724.85
7,xdl2,syr2,5282.03
7,xsl2,gbmv,1090.41
7,xsl2,gemv,6998.35
7,xsl2,sbmv,1371.77
7,xsl2,spmv,3575.37
7,xsl2,symv,9399.70
7,xsl2,tbmv,686.37
7,xsl2,tpmv,7060.10
7,xsl2,trmv,6485.03
7,xsl2,tbsv,411.16
7,xsl2,tpsv,7891.30
7,xsl2,trsv,7202.73
